study_name,trial_id,tumor_lineage,tumor_type,lymphoma_subtype,regimen,ICI_agent,ICI_class,chemotherapy_context,timing_architecture,steroid_core_regimen_available,endpoint_label_in_source,endpoint_taxonomy,safety_N,events,rate_percent,grade,source_tier,quantitative_role,source_file_or_url,extraction_note,eligibility_for_primary_pooling,reason_excluded_from_primary_pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,adrenal insufficiency,context only,2799,11,0.4,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Adrenal insufficiency 0.8%, including grade 4 <0.1%, grade 3 0.3%, grade 2 0.3%; systemic corticosteroids required in 77%.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,hypophysitis,context only,2799,17,0.6,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Hypophysitis 0.6%, including grade 4 <0.1%, grade 3 0.3%, grade 2 0.2%; systemic corticosteroids required in 94%.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,hypophysitis,context only,2799,11,0.4,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Hypophysitis 0.6%, including grade 4 <0.1%, grade 3 0.3%, grade 2 0.2%; systemic corticosteroids required in 94%.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,thyroiditis,context only,2799,16,0.6,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Thyroiditis 0.6%, including grade 2 0.3%; none discontinued.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,thyroiditis,context only,2799,0,0.0,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Thyroiditis 0.6%, including grade 2 0.3%; none discontinued.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,hyperthyroidism,context only,2799,96,3.4,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Hyperthyroidism 3.4%, including grade 3 0.1% and grade 2 0.8%; discontinuation <0.1%.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,hyperthyroidism,context only,2799,3,0.1,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Hyperthyroidism 3.4%, including grade 3 0.1% and grade 2 0.8%; discontinuation <0.1%.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,hypothyroidism,context only,2799,237,8.0,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Hypothyroidism 8%, including grade 3 0.1% and grade 2 6.2%; discontinuation <0.1%.",no,context-only row is not eligible for quantitative pooling
Pembrolizumab monotherapy pooled label,,solid,multiple solid tumors,,pembrolizumab monotherapy pooled,,,,,unclear,hypothyroidism,context only,2799,3,0.1,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://www.keytrudahcp.com/safety/adverse-reactions/melanoma-monotherapy/,"Hypothyroidism 8%, including grade 3 0.1% and grade 2 6.2%; discontinuation <0.1%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated pneumonitis,immune-mediated AE/imAE,1994,61,3.1,any grade,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated pneumonitis 3.1%, including grade 4 <0.1%, grade 3 0.9%, grade 2 2.1%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated pneumonitis,immune-mediated AE/imAE,1994,20,1.0,grade >=3,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated pneumonitis 3.1%, including grade 4 <0.1%, grade 3 0.9%, grade 2 2.1%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated colitis,immune-mediated AE/imAE,1994,58,2.9,any grade,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated colitis 2.9%, including grade 3 1.7% and grade 2 1%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated colitis,immune-mediated AE/imAE,1994,34,1.7,grade >=3,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated colitis 2.9%, including grade 3 1.7% and grade 2 1%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated hepatitis,immune-mediated AE/imAE,1994,35,1.8,any grade,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated hepatitis 1.8%, including grade 4 0.2%, grade 3 1.3%, grade 2 0.4%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated hepatitis,immune-mediated AE/imAE,1994,30,1.5,grade >=3,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated hepatitis 1.8%, including grade 4 0.2%, grade 3 1.3%, grade 2 0.4%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,adrenal insufficiency,context only,1994,20,1.0,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Adrenal insufficiency 1%, including grade 3 0.4% and grade 2 0.6%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,adrenal insufficiency,context only,1994,8,0.4,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Adrenal insufficiency 1%, including grade 3 0.4% and grade 2 0.6%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,hypophysitis,context only,1994,12,0.6,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Hypophysitis 0.6%, including grade 3 0.2% and grade 2 0.3%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,hypophysitis,context only,1994,4,0.2,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Hypophysitis 0.6%, including grade 3 0.2% and grade 2 0.3%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,thyroiditis,context only,1994,12,0.6,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Thyroiditis 0.6%, including grade 2 0.2%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,thyroiditis,context only,1994,0,0.0,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Thyroiditis 0.6%, including grade 2 0.2%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,hyperthyroidism,context only,1994,54,2.7,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Hyperthyroidism 2.7%, including grade 3 <0.1% and grade 2 1.2%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,hyperthyroidism,context only,1994,2,0.1,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Hyperthyroidism 2.7%, including grade 3 <0.1% and grade 2 1.2%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,hypothyroidism,context only,1994,163,8.0,any grade,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Hypothyroidism 8%, including grade 3 0.2% and grade 2 4.8%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,hypothyroidism,context only,1994,4,0.2,grade >=3,pooled_or_manufacturer_label,context_or_audit_only,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Hypothyroidism 8%, including grade 3 0.2% and grade 2 4.8%.",no,context-only row is not eligible for quantitative pooling
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated nephritis/renal dysfunction,immune-mediated AE/imAE,1994,23,1.2,any grade,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated nephritis and renal dysfunction 1.2%, including grade 4 <0.1%, grade 3 0.5%, grade 2 0.6%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated nephritis/renal dysfunction,immune-mediated AE/imAE,1994,12,0.6,grade >=3,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated nephritis and renal dysfunction 1.2%, including grade 4 <0.1%, grade 3 0.5%, grade 2 0.6%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated rash,immune-mediated AE/imAE,1994,171,9.0,any grade,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated rash 9%, including grade 3 1.1% and grade 2 2.2%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
Nivolumab monotherapy pooled label,,solid,multiple solid tumors,,nivolumab monotherapy pooled,,,,,unclear,immune-mediated rash,immune-mediated AE/imAE,1994,22,1.1,grade >=3,pooled_or_manufacturer_label,sensitivity_endpoint_stratum,https://news.bms.com/news/details/2024/Subcutaneous-Nivolumab-nivolumab-and-hyaluronidase-Shows-Noninferiority-Compared-to-Intravenous-Opdivo-nivolumab-in-Advanced-or-Metastatic-Clear-Cell-Renal-Cell-Carcinoma-in-CheckMate--67T-Trial/default.aspx,"Immune-mediated rash 9%, including grade 3 1.1% and grade 2 2.2%.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,hypothyroidism,strict irAE,278,28,10.1,any grade,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,hypothyroidism,strict irAE,278,1,0.4,grade >=3,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,hyperthyroidism,strict irAE,278,18,6.5,any grade,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,hyperthyroidism,strict irAE,278,0,0.0,grade >=3,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,colitis,strict irAE,278,5,1.8,any grade,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,colitis,strict irAE,278,4,1.4,grade >=3,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
KEYNOTE-006,,solid,advanced melanoma,,pembrolizumab q2w,,,,,unclear,hepatitis,strict irAE,278,3,1.1,any grade,primary_manuscript_or_appendix,primary_endpoint_stratum,https://www.nejm.org/doi/full/10.1056/NEJMoa1503093,NEJM Table 2; adverse events of special interest provided regardless of attribution. PDF text archived at sources/keynote006_nejm_pdf.txt.,yes,
